scene,view,lpips,psnr,ssim,avg_sigma,u_hist
Drums,49,0.201135859,18.66345024,0.833750606,0.169720247,"[0.4668532609939575, 0.1751457303762436, 0.0357438288629055, 0.028774937614798546, 0.017722822725772858, 0.018641427159309387, 0.020194878801703453, 0.019117562100291252, 0.02271503023803234, 0.024768665432929993, 0.024369481950998306, 0.02218599058687687, 0.030900713056325912, 0.04084665700793266, 0.03295915946364403, 0.010369173251092434, 0.004554548766463995, 0.002500913804396987, 0.0009570804540999234, 0.0004376599099487066, 0.00024047248007263988]"
Drums,53,0.206913143,18.41601181,0.829381227,0.168915644,"[0.02962421625852585, 0.600925624370575, 0.04300757870078087, 0.02378275617957115, 0.023787440732121468, 0.01960894465446472, 0.013631636276841164, 0.012343423441052437, 0.011959302239120007, 0.011144214309751987, 0.010357232764363289, 0.010249491780996323, 0.010113643482327461, 0.009879423305392265, 0.01049308106303215, 0.009612412191927433, 0.009476563893258572, 0.009528092108666897, 0.009987164288759232, 0.010230754502117634, 0.11025698482990265]"
Drums,54,0.203046262,18.29660416,0.828614354,0.14260827,"[0.5945978760719299, 0.06387750059366226, 0.025874482467770576, 0.018087223172187805, 0.025967389345169067, 0.01865733042359352, 0.013674159534275532, 0.014413189142942429, 0.01720038615167141, 0.036123767495155334, 0.05799904465675354, 0.01747065968811512, 0.018889596685767174, 0.01925700157880783, 0.018074553459882736, 0.015523845329880714, 0.010038133710622787, 0.006942655425518751, 0.0034290975891053677, 0.0016047500539571047, 0.0022973264567553997]"
Drums,70,0.203997493,18.2680378,0.829339802,0.180297524,"[0.5034317970275879, 0.10028891265392303, 0.04970550164580345, 0.02106577903032303, 0.019952433183789253, 0.021863875910639763, 0.02485674060881138, 0.024258168414235115, 0.028428226709365845, 0.08310587704181671, 0.029529601335525513, 0.03293747827410698, 0.029206372797489166, 0.019429679960012436, 0.008116649463772774, 0.0028571884613484144, 0.0008499736431986094, 8.38002233649604e-05, 1.1971460480708629e-05, 1.995243292185478e-05, 0.0]"
Drums,79,0.201435238,18.50115967,0.832479596,0.127164528,"[0.09545236080884933, 0.5434390902519226, 0.04035795107483864, 0.025133222341537476, 0.020654616877436638, 0.015923459082841873, 0.01629807986319065, 0.01938343420624733, 0.018377432599663734, 0.014555464498698711, 0.010720870457589626, 0.008174295537173748, 0.007841766811907291, 0.008628889918327332, 0.008532078005373478, 0.007795465644448996, 0.008292153477668762, 0.00875516701489687, 0.009470732882618904, 0.010287321172654629, 0.10192613303661346]"
Drums,89,0.204377443,18.34005737,0.829472542,0.170223773,"[0.47396114468574524, 0.20426788926124573, 0.02424776926636696, 0.017598707228899002, 0.013540897518396378, 0.012569798156619072, 0.011073511093854904, 0.010736598633229733, 0.011866245418787003, 0.012227931059896946, 0.012708526104688644, 0.013610261492431164, 0.01693974807858467, 0.02066064439713955, 0.02120565064251423, 0.02190920151770115, 0.04046414792537689, 0.0555756501853466, 0.0033542581368237734, 0.0009760544635355473, 0.0005053682834841311]"
Drums,91,0.204665825,18.39432907,0.830760419,0.138226435,"[0.019876018166542053, 0.5594257712364197, 0.09309733659029007, 0.029353633522987366, 0.02016434632241726, 0.015885934233665466, 0.014132714830338955, 0.012346941977739334, 0.011086670681834221, 0.010254239663481712, 0.010258890688419342, 0.01148195844143629, 0.011007612571120262, 0.00997986365109682, 0.00932880025357008, 0.008631233125925064, 0.008840503171086311, 0.009584574960172176, 0.008863755501806736, 0.009324150159955025, 0.11707505583763123]"
Drums,93,0.201305836,18.59132004,0.833507419,0.156457305,"[0.011367442086338997, 0.5619899034500122, 0.10882794857025146, 0.025552822276949883, 0.017759235575795174, 0.01418538112193346, 0.011802811175584793, 0.010243137367069721, 0.009300634264945984, 0.00838683731853962, 0.008243309333920479, 0.007578294724225998, 0.007549589034169912, 0.007650058716535568, 0.0077505288645625114, 0.007745744194835424, 0.008281582966446877, 0.008850912563502789, 0.009090126492083073, 0.010243137367069721, 0.1376005858182907]"
Drums,97,0.204342946,18.3041935,0.828647137,0.101212844,"[0.07336493581533432, 0.4421655535697937, 0.1286836415529251, 0.039016541093587875, 0.043539345264434814, 0.01345075760036707, 0.012180773541331291, 0.010730846785008907, 0.009097515605390072, 0.007536853663623333, 0.006540244910866022, 0.006059242878109217, 0.006325697060674429, 0.005360232666134834, 0.0049795834347605705, 0.005017648451030254, 0.004754654131829739, 0.004643919877707958, 0.004429372493177652, 0.004425911698490381, 0.1676967293024063]"
Drums,98,0.200529173,18.20225716,0.830785513,0.138169885,"[0.0380668006837368, 0.5826466679573059, 0.060482632368803024, 0.02614140324294567, 0.018757103011012077, 0.014969139359891415, 0.011591167189180851, 0.01107867807149887, 0.010775641538202763, 0.00946545135229826, 0.008623186498880386, 0.008204282261431217, 0.008529601618647575, 0.008315693587064743, 0.008823726326227188, 0.009380779229104519, 0.00956794898957014, 0.009679360315203667, 0.009327302686870098, 0.00953229796141386, 0.12604112923145294]"
Ficus,3,0.075223237,24.83642578,0.928028464,0.190267056,"[0.43443968892097473, 0.09866943955421448, 0.043228086084127426, 0.03273499757051468, 0.030687985941767693, 0.03086860477924347, 0.03264038637280464, 0.03380150720477104, 0.03584852069616318, 0.038884636014699936, 0.04002855345606804, 0.041206877678632736, 0.03809335455298424, 0.03116963617503643, 0.020220698788762093, 0.01051029097288847, 0.004747692961245775, 0.0014363491209223866, 0.0006020625005476177, 0.0001806187501642853, 0.0]"
Ficus,5,0.079832911,24.36918068,0.923050284,0.212901503,"[0.4100954532623291, 0.13672582805156708, 0.043148938566446304, 0.03331774100661278, 0.030018793419003487, 0.02742558903992176, 0.026104368269443512, 0.024651845917105675, 0.024553369730710983, 0.02558736875653267, 0.02737635187804699, 0.030593236908316612, 0.03322746977210045, 0.030429109930992126, 0.04023568704724312, 0.03104458563029766, 0.015633078292012215, 0.006655341945588589, 0.0025932034477591515, 0.0005826501292176545, 0.0]"
Ficus,10,0.079562761,24.49627113,0.923803627,0.145867378,"[0.5698133111000061, 0.07665213942527771, 0.035605624318122864, 0.025696899741888046, 0.02255845256149769, 0.020009320229291916, 0.019529644399881363, 0.01867993362247944, 0.019913384690880775, 0.019995614886283875, 0.022914782166481018, 0.02228435128927231, 0.024449743330478668, 0.026930350810289383, 0.023421866819262505, 0.016857165843248367, 0.013526848517358303, 0.010662500746548176, 0.005989091005176306, 0.0030699230264872313, 0.0014390264404937625]"
Ficus,15,0.072850414,25.17399406,0.931187391,0.193136632,"[0.4336283802986145, 0.116239033639431, 0.03702223300933838, 0.030544564127922058, 0.0316132977604866, 0.03214358538389206, 0.03364470601081848, 0.035847440361976624, 0.03796859085559845, 0.042178258299827576, 0.04241484776139259, 0.037846215069293976, 0.029386090114712715, 0.019473791122436523, 0.013322455808520317, 0.0076361410319805145, 0.0030022435821592808, 0.0015908627538010478, 0.009512543678283691, 0.004984703380614519, 0.0]"
Ficus,22,0.076352388,25.21341705,0.928939641,0.180508062,"[0.5029087662696838, 0.11309030652046204, 0.0367421917617321, 0.029321709647774696, 0.025485392659902573, 0.026719138026237488, 0.02774575911462307, 0.030195238068699837, 0.03292388468980789, 0.03635495901107788, 0.038020964711904526, 0.03577861189842224, 0.029474802315235138, 0.020190194249153137, 0.010671445168554783, 0.003070854814723134, 0.0009545765351504087, 0.0003422066802158952, 0.0, 9.0054390966543e-06, 0.0]"
Ficus,23,0.077077329,24.73509216,0.926208675,0.145561367,"[0.04219619184732437, 0.5373230576515198, 0.08414363861083984, 0.03226900473237038, 0.022454887628555298, 0.019130749627947807, 0.01677897945046425, 0.014302835799753666, 0.013126950711011887, 0.01250508800148964, 0.011758852750062943, 0.011057844385504723, 0.012007597833871841, 0.0119397584348917, 0.011792772449553013, 0.012776446528732777, 0.013387002050876617, 0.013104337267577648, 0.014732485637068748, 0.014743792824447155, 0.07846773415803909]"
Ficus,31,0.077076413,24.88383675,0.927203953,0.203310907,"[0.4874439239501953, 0.07015617936849594, 0.035434361547231674, 0.02947407029569149, 0.026999441906809807, 0.02696092613041401, 0.027866043150424957, 0.027625320479273796, 0.029570357874035835, 0.034635160118341446, 0.03826525807380676, 0.03916074335575104, 0.0376104898750782, 0.0336722694337368, 0.023812275379896164, 0.014481868594884872, 0.008791187778115273, 0.0050840601325035095, 0.0024361121468245983, 0.0005199607112444937, 0.0]"
Ficus,38,0.078668058,24.44768906,0.923963666,0.159130529,"[0.33224231004714966, 0.295232355594635, 0.04264514148235321, 0.027921658009290695, 0.0232503954321146, 0.021597974002361298, 0.01967015117406845, 0.01976548321545124, 0.021078946068882942, 0.021756861358880997, 0.02222292870283127, 0.02444734051823616, 0.026692936196923256, 0.026322200894355774, 0.0248604454100132, 0.02139671891927719, 0.015284883789718151, 0.0075312210246920586, 0.0036120202858000994, 0.0014723484637215734, 0.0009956888388842344]"
Ficus,41,0.078342743,24.50746536,0.925081372,0.212800875,"[0.4422757625579834, 0.11451011896133423, 0.036165039986371994, 0.029652707278728485, 0.025373708456754684, 0.023356199264526367, 0.023919224739074707, 0.025439394637942314, 0.026837576180696487, 0.028920773416757584, 0.03317162021994591, 0.03700019791722298, 0.03879249840974808, 0.03671868517994881, 0.03239276632666588, 0.02354387380182743, 0.012611784040927887, 0.007131663616746664, 0.002101964084431529, 8.445390994893387e-05, 0.0]"
Ficus,47,0.079906687,24.42654037,0.923353255,0.11731986,"[0.5918927192687988, 0.0517551489174366, 0.031746622174978256, 0.02538616955280304, 0.025108017027378082, 0.02768557518720627, 0.026109369471669197, 0.02219667285680771, 0.017226992174983025, 0.015187197364866734, 0.014593802392482758, 0.015038848854601383, 0.015038848854601383, 0.01846941187977791, 0.017801843583583832, 0.017876017838716507, 0.013796428218483925, 0.01136721856892109, 0.008548593148589134, 0.008066460490226746, 0.025108017027378082]"
Ficus,49,0.076457061,24.88986588,0.92752564,0.205356896,"[0.47370073199272156, 0.0815572738647461, 0.03690023347735405, 0.02905108407139778, 0.026539357379078865, 0.02508033812046051, 0.026834852993488312, 0.02916189469397068, 0.03246777132153511, 0.034314632415771484, 0.0394950695335865, 0.041628189384937286, 0.041000258177518845, 0.032199978828430176, 0.022365456447005272, 0.010970339179039001, 0.009631367400288582, 0.005125032272189856, 0.0015421268763020635, 0.00043401174480095506, 0.0]"
Ficus,53,0.075297847,24.93149757,0.927979887,0.1481608,"[0.44507816433906555, 0.1187242791056633, 0.06764702498912811, 0.04870541766285896, 0.03684622794389725, 0.03194810822606087, 0.03139651566743851, 0.03317263722419739, 0.035279709845781326, 0.03769567608833313, 0.03797147050499916, 0.0374198816716671, 0.022626232355833054, 0.009564574807882309, 0.003441923065111041, 0.0013348483480513096, 0.0005846856511197984, 0.0003861131554003805, 9.928624058375135e-05, 6.619082705583423e-05, 1.1031805115635507e-05]"
Ficus,54,0.079093553,24.57584381,0.924625397,0.154309511,"[0.5434970855712891, 0.08120027929544449, 0.04421357065439224, 0.028870385140180588, 0.026584967970848083, 0.023422444239258766, 0.022903593257069588, 0.021606463938951492, 0.02165587805211544, 0.020148737356066704, 0.022668873891234398, 0.023447150364518166, 0.02354598045349121, 0.02407718449831009, 0.017937440425157547, 0.016837969422340393, 0.014947867952287197, 0.011315906420350075, 0.007128032855689526, 0.0032984137069433928, 0.0006918021244928241]"
Ficus,70,0.075357817,24.77606392,0.927594304,0.203437969,"[0.42213934659957886, 0.11257761716842651, 0.03645816072821617, 0.02937021665275097, 0.027366207912564278, 0.026758434250950813, 0.027300503104925156, 0.02927165850996971, 0.029156673699617386, 0.034569136798381805, 0.038610007613897324, 0.043932124972343445, 0.04291369765996933, 0.03583396226167679, 0.026594171300530434, 0.01783074252307415, 0.012040474452078342, 0.0054453168995678425, 0.001494792872108519, 0.00033673906000331044, 0.0]"
Ficus,79,0.077037275,24.91895866,0.927082896,0.210734859,"[0.4707799255847931, 0.07938751578330994, 0.03438715264201164, 0.02706862986087799, 0.024701137095689774, 0.024323059245944023, 0.02639348991215229, 0.028896009549498558, 0.03219069540500641, 0.03310888633131981, 0.03732176125049591, 0.04265987500548363, 0.041813697665929794, 0.037384774535894394, 0.027842791751027107, 0.01578928343951702, 0.009848047979176044, 0.004311896860599518, 0.0013952902518212795, 0.00039608238148503006, 0.0]"
Ficus,89,0.078030244,24.62273788,0.925433695,0.171181977,"[0.5363624095916748, 0.08280782401561737, 0.039492785930633545, 0.02781054377555847, 0.022922148928046227, 0.022978859022259712, 0.022003447636961937, 0.023080935701727867, 0.02642682194709778, 0.026971235871315002, 0.02969331294298172, 0.03143997862935066, 0.03413936868309975, 0.03204110264778137, 0.018691588193178177, 0.012033844366669655, 0.007066055666655302, 0.002722076140344143, 0.0008279648027382791, 0.00048770528519526124, 0.0]"
Ficus,91,0.077904277,24.62082481,0.925682604,0.172575161,"[0.3506615459918976, 0.2806296646595001, 0.035313479602336884, 0.02840512804687023, 0.02335636131465435, 0.022063951939344406, 0.020195070654153824, 0.01933036372065544, 0.01973947323858738, 0.0211806483566761, 0.021970972418785095, 0.023970022797584534, 0.02436053566634655, 0.02334706299006939, 0.025169454514980316, 0.019841749221086502, 0.02704763412475586, 0.010701899416744709, 0.0023151806090027094, 0.000390512403100729, 9.297914402850438e-06]"
Ficus,93,0.077560648,24.64492416,0.925745964,0.207903817,"[0.45966169238090515, 0.11010316759347916, 0.035244911909103394, 0.02786504290997982, 0.024751370772719383, 0.02403569035232067, 0.025392694398760796, 0.027288781479001045, 0.029547356069087982, 0.031638629734516144, 0.03486383333802223, 0.038600239902734756, 0.03839576244354248, 0.032568082213401794, 0.026173437014222145, 0.01659076102077961, 0.009815038181841373, 0.006013569887727499, 0.0013941816287115216, 5.576726471190341e-05, 0.0]"
Ficus,97,0.076946482,24.84179688,0.926980436,0.193825737,"[0.47699156403541565, 0.10509057343006134, 0.03590130805969238, 0.02950207144021988, 0.024990808218717575, 0.02459334023296833, 0.02568637765944004, 0.02810099720954895, 0.028508402407169342, 0.030883273109793663, 0.031628526747226715, 0.036676373332738876, 0.03397358953952789, 0.031211184337735176, 0.03180738538503647, 0.015382017008960247, 0.0064091733656823635, 0.0017786698881536722, 0.0007551894523203373, 0.00012917714775539935, 0.0]"
Ficus,98,0.076966703,24.70085335,0.926350772,0.17618458,"[0.2995474636554718, 0.341455340385437, 0.03491803631186485, 0.024852696806192398, 0.020855553448200226, 0.019944287836551666, 0.02043098770081997, 0.020244592800736427, 0.021414740011096, 0.022812703624367714, 0.02401391789317131, 0.02545330300927162, 0.02513228915631771, 0.02357899583876133, 0.02387929894030094, 0.03569468483328819, 0.010303513146936893, 0.00427673477679491, 0.0009009102359414101, 0.00020710579701699317, 8.284232171718031e-05]"
Lego,3,0.1442013085,24.40921402,0.8760136962,0.113204,"[0.2661899924278259, 0.11437437683343887, 0.10281462967395782, 0.09476453810930252, 0.08142636716365814, 0.06882134079933167, 0.054822612553834915, 0.04246075823903084, 0.032029762864112854, 0.024770891293883324, 0.019980037584900856, 0.01675347052514553, 0.013494238257408142, 0.009977316483855247, 0.008471100591123104, 0.00705562112852931, 0.0053788223303854465, 0.0048997369594872, 0.00509572634473443, 0.004094002302736044, 0.02232465334236622]"
Lego,5,0.1597301513,22.47675705,0.8656181693,0.072349,"[0.00017886326531879604, 0.00047346160863526165, 0.002500578761100769, 0.023588908836245537, 0.10886811465024948, 0.13975533843040466, 0.10861209034919739, 0.11396747082471848, 0.1534997522830963, 0.10761957615613937, 0.02325923927128315, 0.018531637266278267, 0.019268132746219635, 0.005253670271486044, 0.004341818392276764, 0.003917456138879061, 0.0034790660720318556, 0.003338780952617526, 0.0031073109712451696, 0.002844276838004589, 0.15359444916248322]"
Lego,10,0.1718873531,21.54839706,0.8518110514,0.079856,"[0.0002914271899498999, 0.0004209503822494298, 0.0006961871404200792, 0.0013707871548831463, 0.0030923662707209587, 0.015510402619838715, 0.07206346839666367, 0.11626864969730377, 0.14108853042125702, 0.20819774270057678, 0.12977144122123718, 0.09021829813718796, 0.07735233008861542, 0.02280687540769577, 0.004376804456114769, 0.0027415743097662926, 0.002142529468983412, 0.0017593567026779056, 0.0014787231339141726, 0.0014355487655848265, 0.10691599547863007]"
Lego,15,0.1561225802,22.12833023,0.8628602624,0.072974,"[9.138679160969332e-05, 8.681745384819806e-05, 0.0002513136714696884, 0.0006534155691042542, 0.0016495316522195935, 0.01932830736041069, 0.10234864056110382, 0.14946767687797546, 0.1934475600719452, 0.15372171998023987, 0.09967100620269775, 0.09511080384254456, 0.04951336607336998, 0.008503541350364685, 0.0050399815663695335, 0.0033401872497051954, 0.002828421304002404, 0.002243545837700367, 0.0018368745222687721, 0.0017454877961426973, 0.10912039875984192]"
Lego,22,0.1530902386,22.51799011,0.8664336801,0.066476,"[0.00012918011634610593, 0.0002875299542210996, 0.000979268690571189, 0.00440462538972497, 0.03916241228580475, 0.08523388206958771, 0.1563871204853058, 0.16129596531391144, 0.11814563721418381, 0.10830295085906982, 0.14586518704891205, 0.037183038890361786, 0.00992603413760662, 0.00680070836097002, 0.004883842077106237, 0.004246275871992111, 0.003437858074903488, 0.00275445356965065, 0.0022168976720422506, 0.001971038756892085, 0.10638608038425446]"
Lego,23,0.1640804708,22.22924995,0.86304456,0.067764,"[0.000652237911708653, 0.0007755267433822155, 0.001292544649913907, 0.0032094877678900957, 0.04825367406010628, 0.10370980203151703, 0.16180670261383057, 0.14478488266468048, 0.11508021503686905, 0.10788173973560333, 0.12374623119831085, 0.013991298153996468, 0.005635494366288185, 0.004470215644687414, 0.00391740445047617, 0.003722528461366892, 0.004442376550287008, 0.004414536990225315, 0.004661114886403084, 0.005365054588764906, 0.13818693161010742]"
Lego,31,0.1600968838,22.81086349,0.8618268967,0.09055,"[0.38295140862464905, 0.2669263780117035, 0.03785352408885956, 0.023647023364901543, 0.018900923430919647, 0.016833946108818054, 0.014596045017242432, 0.015478485263884068, 0.015311537310481071, 0.01290271244943142, 0.011869223788380623, 0.01131670456379652, 0.010104342363774776, 0.009547848254442215, 0.009186127223074436, 0.0085620591416955, 0.007687568198889494, 0.006189009174704552, 0.005962436553090811, 0.005537115968763828, 0.10863559693098068]"
Lego,38,0.1571873426,22.43910789,0.8624328375,0.07393,"[0.00027044795569963753, 0.00023780768970027566, 0.00047095248010009527, 0.0007647149614058435, 0.0017672375543043017, 0.008472481742501259, 0.11170433461666107, 0.1523880958557129, 0.19467124342918396, 0.1695568859577179, 0.08847378939390182, 0.06696850806474686, 0.06151292473077774, 0.006751873530447483, 0.0039914390072226524, 0.003119477303698659, 0.002615884644910693, 0.0021029659546911716, 0.0022008868400007486, 0.0018325181445106864, 0.12012552469968796]"
Lego,41,0.1509300917,22.8294239,0.8660107255,0.099929,"[4.871184137300588e-05, 9.742368274601176e-05, 0.00015154795255512, 0.000503355695400387, 0.0016995021142065525, 0.005829183850437403, 0.17977376282215118, 0.22778740525245667, 0.16932237148284912, 0.101986363530159, 0.07458865642547607, 0.038368694484233856, 0.00781013211235404, 0.004405715502798557, 0.0037345746532082558, 0.002749512903392315, 0.002717038383707404, 0.0021054341923445463, 0.0017806884134188294, 0.0018943494651466608, 0.17264559864997864]"
Lego,47,0.167591393,22.13664436,0.8513912559,0.066557,"[0.2837928831577301, 0.27538394927978516, 0.05690053477883339, 0.04463070631027222, 0.040028393268585205, 0.036908943206071854, 0.033807579427957535, 0.02896113321185112, 0.023766575381159782, 0.02006392553448677, 0.017369447275996208, 0.015348587185144424, 0.014322333969175816, 0.013391020707786083, 0.011311388574540615, 0.009254361502826214, 0.008196461945772171, 0.00821454543620348, 0.007762451656162739, 0.006252458319067955, 0.04433232545852661]"
Lego,49,0.1544631869,22.61598015,0.8605239391,0.10122,"[0.53694087266922, 0.13289108872413635, 0.022672586143016815, 0.018372071906924248, 0.01620962843298912, 0.019500304013490677, 0.02065291255712509, 0.017268216237425804, 0.01487246435135603, 0.013267171569168568, 0.014485940337181091, 0.015349525958299637, 0.018671542406082153, 0.01648123934864998, 0.007225559558719397, 0.011940454132854939, 0.04744841903448105, 0.009687473066151142, 0.004572125151753426, 0.00808218028396368, 0.03340820223093033]"
Lego,53,0.177750051,21.169487,0.8416600823,0.068071,"[6.194942397996783e-05, 0.00010531402222113684, 0.0003407218318898231, 0.001065530115738511, 0.00330809922888875, 0.005271896254271269, 0.05825723707675934, 0.1328505426645279, 0.15001052618026733, 0.13858085870742798, 0.16568993031978607, 0.1309177130460739, 0.07334811985492706, 0.052886225283145905, 0.010537597350776196, 0.0034196083433926105, 0.0019142371602356434, 0.0014805912505835295, 0.0009973857086151838, 0.0006814436637796462, 0.06827446073293686]"
Lego,54,0.1664189845,22.07707214,0.8573628068,0.065665,"[4.46819540229626e-05, 0.0001608550373930484, 0.0003708602162078023, 0.0013672678032889962, 0.0039588212966918945, 0.04755500331521034, 0.11839824169874191, 0.17395131289958954, 0.1385587453842163, 0.13984110951423645, 0.12183428555727005, 0.12033744156360626, 0.013511822558939457, 0.004897142294794321, 0.003708602162078023, 0.0029132633935660124, 0.0026630444917827845, 0.0020062196999788284, 0.0015683366218581796, 0.0014923772541806102, 0.10086057335138321]"
Lego,70,0.1656386107,21.76130867,0.853441298,0.083451,"[8.357011392945424e-05, 0.00014256079157348722, 0.00055549549870193, 0.0010175890056416392, 0.002364542568102479, 0.005702431313693523, 0.05477283522486687, 0.13537375628948212, 0.12977947294712067, 0.11448614299297333, 0.16290272772312164, 0.19343040883541107, 0.02847774513065815, 0.005318991839885712, 0.0027922249864786863, 0.0020400939974933863, 0.001676318235695362, 0.0014747667592018843, 0.0012633835431188345, 0.0013076264876872301, 0.1550373136997223]"
Lego,79,0.1622681767,22.5505619,0.8595993519,0.056742,"[0.11139843612909317, 0.24895265698432922, 0.1652485877275467, 0.12005987763404846, 0.04433136805891991, 0.03549846261739731, 0.029529528692364693, 0.02503429353237152, 0.021753234788775444, 0.01927853748202324, 0.016623103991150856, 0.01443109754472971, 0.012512512505054474, 0.012252993881702423, 0.010946131311357021, 0.010918325744569302, 0.0095419492572546, 0.009704148396849632, 0.00929633341729641, 0.008476068265736103, 0.0642123594880104]"
Lego,89,0.1674317122,21.79432487,0.8510430455,0.109235,"[0.0006078575970605016, 0.009052902460098267, 0.2022077739238739, 0.35058072209358215, 0.16473868489265442, 0.00880697462707758, 0.006950921379029751, 0.007150446996092796, 0.0074752564541995525, 0.007902149111032486, 0.007285011000931263, 0.008018151856958866, 0.008463605307042599, 0.008291919715702534, 0.008282640017569065, 0.008366161957383156, 0.007860387675464153, 0.00799495168030262, 0.007312851957976818, 0.006853478495031595, 0.15579715371131897]"
Lego,91,0.1533751637,22.99334908,0.8638169765,0.099349,"[0.5017213821411133, 0.07043875008821487, 0.046936050057411194, 0.041943591088056564, 0.039690051227808, 0.04506734758615494, 0.04035571217536926, 0.031449027359485626, 0.02700088359415531, 0.020146653056144714, 0.018288349732756615, 0.017664290964603424, 0.01246381364762783, 0.00791859533637762, 0.005938946269452572, 0.006205904297530651, 0.007010244764387608, 0.005907743703573942, 0.005602648947387934, 0.005613049957901239, 0.042636990547180176]"
Lego,93,0.1585486978,23.83376503,0.8680477738,0.088166,"[0.2623225450515747, 0.2733767330646515, 0.06560691446065903, 0.0544511079788208, 0.04504716023802757, 0.03656117990612984, 0.030513783916831017, 0.026022031903266907, 0.02063683420419693, 0.020006166771054268, 0.019778424873948097, 0.017900438979268074, 0.015356747433543205, 0.012627359479665756, 0.010798424482345581, 0.00932336412370205, 0.008633133955299854, 0.007382310461252928, 0.006401272490620613, 0.005697027314454317, 0.05155704915523529]"
Lego,97,0.1679487973,22.06137466,0.8565443158,0.065081,"[7.078706403262913e-05, 0.0006370835471898317, 0.001451134798116982, 0.0024775471538305283, 0.005224970169365406, 0.03251338377594948, 0.13154006004333496, 0.1584966629743576, 0.12745653092861176, 0.13667654991149902, 0.14457373321056366, 0.106892891228199, 0.021253816783428192, 0.005229394417256117, 0.003769411239773035, 0.003101358190178871, 0.0024465778842568398, 0.0023580940905958414, 0.0021457327529788017, 0.0019200991373509169, 0.10976418852806091]"
Lego,98,0.1562618613,22.07129097,0.8611041307,0.099033,"[0.006782926619052887, 0.4143943190574646, 0.25005558133125305, 0.02101576142013073, 0.01949457637965679, 0.019537482410669327, 0.01977541111409664, 0.019736405462026596, 0.019135732203722, 0.017758864909410477, 0.01792268455028534, 0.018975812941789627, 0.01782907359302044, 0.014771100133657455, 0.013838887214660645, 0.020504798740148544, 0.020571107044816017, 0.007566922344267368, 0.005281243938952684, 0.004150106105953455, 0.050901204347610474]"
Materials,3,0.1583485305,20.72838402,0.8416560292,0.140739,"[0.0004061271611135453, 0.0005593826645053923, 0.001455927500501275, 0.03899586945772171, 0.035317737609148026, 0.17920935153961182, 0.16758492588996887, 0.12502586841583252, 0.12438984960317612, 0.0801449790596962, 0.008283461444079876, 0.0049271653406322, 0.003425261005759239, 0.003095761639997363, 0.002406111918389797, 0.002191554056480527, 0.002076612552627921, 0.0018390663899481297, 0.0017547758761793375, 0.0017701013712212443, 0.21514011919498444]"
Materials,5,0.2017976344,18.21493721,0.8179529309,0.080128,"[0.0007143447292037308, 0.0009563954663462937, 0.0015644740778952837, 0.002491351217031479, 0.011098910123109818, 0.01276374701410532, 0.051745716482400894, 0.12335730344057083, 0.14250291883945465, 0.13678815960884094, 0.1681012660264969, 0.13201208412647247, 0.03493795171380043, 0.013265559449791908, 0.008737440221011639, 0.0066652498207986355, 0.0053487299010157585, 0.004380527418106794, 0.003778352402150631, 0.003624856937676668, 0.13516464829444885]"
Materials,10,0.1885758936,18.55753708,0.8223792315,0.117924,"[0.0016928286058828235, 0.0024859721306711435, 0.003740795888006687, 0.0050133769400417805, 0.007333617657423019, 0.01193266548216343, 0.03309302404522896, 0.11735563725233078, 0.20498615503311157, 0.1769479364156723, 0.14817577600479126, 0.04227336123585701, 0.009630181826651096, 0.00680090906098485, 0.005741411354392767, 0.004942349158227444, 0.004161043558269739, 0.0036579302977770567, 0.0033323862589895725, 0.003338305279612541, 0.20336434245109558]"
Materials,15,0.1733728051,19.26415062,0.8379064202,0.087516,"[0.00011338588228682056, 0.001292599132284522, 0.008621862158179283, 0.07633137702941895, 0.13608120381832123, 0.1425759494304657, 0.14719755947589874, 0.09191060066223145, 0.12437070906162262, 0.03519951552152634, 0.01241348683834076, 0.008603720925748348, 0.006508349906653166, 0.00505701033398509, 0.00460346695035696, 0.003900474403053522, 0.0036691671703010798, 0.0032655135728418827, 0.0030523480381816626, 0.002530772937461734, 0.18270094692707062]"
Materials,22,0.1934770197,18.46609497,0.8187561631,0.082233,"[0.0009103535558097064, 0.0015241920482367277, 0.00487949512898922, 0.009087929502129555, 0.015096263028681278, 0.03234616294503212, 0.06176358833909035, 0.08647318929433823, 0.12388091534376144, 0.14812232553958893, 0.16927894949913025, 0.12189894914627075, 0.06132661923766136, 0.014976616948843002, 0.00504595972597599, 0.004000353626906872, 0.003178434446454048, 0.002684242557734251, 0.0022212627809494734, 0.0019975758623331785, 0.1293066293001175]"
Materials,23,0.1689167768,20.56071281,0.8409857154,0.108727,"[0.0005456085782498121, 0.0007035479065962136, 0.0014142747968435287, 0.004817149136215448, 0.0064037214033305645, 0.026576880365610123, 0.014401194639503956, 0.06643502414226532, 0.42515110969543457, 0.15089666843414307, 0.03257139399647713, 0.03522764891386032, 0.04451735317707062, 0.009634298272430897, 0.003962841350585222, 0.003410053439438343, 0.003022384364157915, 0.002534208120778203, 0.0023619108833372593, 0.0024193432182073593, 0.162993386387825]"
