scene,view,lpips,psnr,ssim,avg_sigma,u_hist
Lego,91,0.1533751637,22.99334908,0.8638169765,0.099349,"[0.5721601247787476, 0.08887964487075806, 0.08475739508867264, 0.07180473953485489, 0.047147538512945175, 0.03595264256000519, 0.020382408052682877, 0.012144850566983223, 0.012917988002300262, 0.011215698905289173, 0.042636990547180176]"
Lego,93,0.1585486978,23.83376503,0.8680477738,0.088166,"[0.5356992483139038, 0.12005802243947983, 0.08160834014415741, 0.056535813957452774, 0.04064299911260605, 0.03767886385321617, 0.02798410691320896, 0.02012178860604763, 0.016015443950891495, 0.012098300270736217, 0.05155704915523529]"
Lego,97,0.1679487973,22.06137466,0.8565443158,0.065081,"[0.0007078706403262913, 0.003928681835532188, 0.03773835301399231, 0.29003670811653137, 0.2641330659389496, 0.25146663188934326, 0.026483209803700447, 0.006870769429951906, 0.0048046717420220375, 0.004065832123160362, 0.10976418852806091]"
Lego,98,0.1562618613,22.07129097,0.8611041307,0.099033,"[0.4211772382259369, 0.27107134461402893, 0.03903205692768097, 0.03951181471347809, 0.03689459711313248, 0.036898497492074966, 0.032600175589323044, 0.03434368595480919, 0.02813803032040596, 0.00943135004490614, 0.050901204347610474]"
Materials,3,0.1583485305,20.72838402,0.8416560292,0.140739,"[0.0009655098547227681, 0.04045179858803749, 0.21452708542346954, 0.2926107943058014, 0.20453482866287231, 0.013210626319050789, 0.006521022878587246, 0.0045976657420396805, 0.003915678709745407, 0.00352487713098526, 0.21514011919498444]"
Materials,5,0.2017976344,18.21493721,0.8179529309,0.080128,"[0.0016707401955500245, 0.004055825062096119, 0.023862656205892563, 0.17510302364826202, 0.2792910933494568, 0.30011335015296936, 0.04820351302623749, 0.015402689576148987, 0.00972925778478384, 0.007403209339827299, 0.13516464829444885]"
Materials,10,0.1885758936,18.55753708,0.8223792315,0.117924,"[0.004178800620138645, 0.008754173293709755, 0.01926628313958645, 0.15044866502285004, 0.3819340765476227, 0.19044913351535797, 0.016431091353297234, 0.010683760978281498, 0.007818973623216152, 0.006670691538602114, 0.20336434245109558]"
Materials,15,0.1733728051,19.26415062,0.8379064202,0.087516,"[0.0014059849781915545, 0.08495324105024338, 0.27865713834762573, 0.239108145236969, 0.15957021713256836, 0.021017206832766533, 0.011565360240638256, 0.008503940887749195, 0.006934680510312319, 0.005583120975643396, 0.18270094692707062]"
Materials,22,0.1934770197,18.46609497,0.8187561631,0.082233,"[0.002434545662254095, 0.013967424631118774, 0.04744242504239082, 0.14823678135871887, 0.2720032334327698, 0.291177898645401, 0.07630323618650436, 0.009046313352882862, 0.005862677004188299, 0.004218838643282652, 0.1293066293001175]"
Materials,23,0.1689167768,20.56071281,0.8409857154,0.108727,"[0.0012491564266383648, 0.0062314243987202644, 0.032980602234601974, 0.0808362141251564, 0.5760477781295776, 0.06779904663562775, 0.05415165051817894, 0.007372894790023565, 0.005556592717766762, 0.004781254101544619, 0.162993386387825]"
Materials,31,0.1651748568,20.3771019,0.8408266306,0.089723,"[0.0005035665235482156, 0.002811172278597951, 0.011259356513619423, 0.1734762191772461, 0.36261677742004395, 0.2327944040298462, 0.06600143760442734, 0.012418048456311226, 0.008570408448576927, 0.006463252007961273, 0.12308534979820251]"
Materials,38,0.1919143647,18.5008812,0.8219311833,0.093936,"[0.0007555786869488657, 0.003268577391281724, 0.013869066722691059, 0.1552686244249344, 0.3699984848499298, 0.23364731669425964, 0.04911821335554123, 0.01110980473458767, 0.007516608573496342, 0.006341264117509127, 0.1491064578294754]"
Materials,41,0.1855445802,18.92581367,0.827725172,0.116231,"[0.007006274536252022, 0.050297461450099945, 0.21903078258037567, 0.26011979579925537, 0.2171403020620346, 0.01748858205974102, 0.009404940530657768, 0.0066268243826925755, 0.005874700378626585, 0.005020937416702509, 0.20198939740657806]"
Materials,47,0.1744899005,19.02391434,0.8323611021,0.078317,"[0.0007963338866829872, 0.003470813622698188, 0.022026894614100456, 0.196208655834198, 0.2666165828704834, 0.29769864678382874, 0.04448952153325081, 0.01455437857657671, 0.009435804560780525, 0.0070668370462954044, 0.13763554394245148]"
Materials,49,0.1798215508,19.02236366,0.8310623765,0.078464,"[0.00030918646370992064, 0.002605350688099861, 0.0702444389462471, 0.1522243171930313, 0.28863465785980225, 0.2761490046977997, 0.05561264231801033, 0.007934270426630974, 0.0052379826083779335, 0.004155830014497042, 0.13689231872558594]"
Materials,53,0.1669471711,19.33387947,0.8413323164,0.097323,"[0.0006017018458805978, 0.01042318157851696, 0.2517293095588684, 0.2539655566215515, 0.23653988540172577, 0.027474557980895042, 0.015625296160578728, 0.013787025585770607, 0.013431690633296967, 0.03358633071184158, 0.14283548295497894]"
Materials,54,0.1788760275,18.49586296,0.8283125162,0.08282,"[0.038210634142160416, 0.07703115046024323, 0.14557808637619019, 0.25149986147880554, 0.2454235851764679, 0.052617549896240234, 0.015061982907354832, 0.009875672869384289, 0.007436119951307774, 0.00569680891931057, 0.15156854689121246]"
Materials,70,0.198979795,18.334198,0.8111564517,0.089484,"[0.0010643304558470845, 0.002577562117949128, 0.021279368549585342, 0.1896173506975174, 0.2932773530483246, 0.26595228910446167, 0.049118489027023315, 0.015009231865406036, 0.009687579236924648, 0.0071100168861448765, 0.14530645310878754]"
Materials,79,0.1739755273,19.20429802,0.8369685411,0.082464,"[0.010397312231361866, 0.018443968147039413, 0.07579340785741806, 0.2299279272556305, 0.2749845087528229, 0.2061070203781128, 0.02197699062526226, 0.009046036750078201, 0.006188652943819761, 0.004752923268824816, 0.14238125085830688]"
Materials,89,0.1952026337,18.32404709,0.8225531578,0.101171,"[0.00102365727070719, 0.007574080023914576, 0.028485232964158058, 0.15983818471431732, 0.3586491644382477, 0.20609961450099945, 0.019498704001307487, 0.012185459025204182, 0.009370401501655579, 0.007318165618926287, 0.18995733559131622]"
Materials,91,0.1641114801,20.6484127,0.8435914516,0.100329,"[0.00031196296913549304, 0.0026489486917853355, 0.07650207728147507, 0.1803857386112213, 0.3051982820034027, 0.2155061960220337, 0.045836661010980606, 0.010666944086551666, 0.007120417896658182, 0.005527764558792114, 0.15029498934745789]"
Materials,93,0.1929392964,18.62276459,0.8219692707,0.149292,"[0.15886647999286652, 0.5176074504852295, 0.05067935585975647, 0.034319061785936356, 0.018661459907889366, 0.013984025456011295, 0.010556410998106003, 0.008405434899032116, 0.00563223147764802, 0.004800806753337383, 0.17648731172084808]"
Materials,97,0.1941265762,18.73338509,0.8230586052,0.089766,"[0.0006795285735279322, 0.009018081240355968, 0.18419727683067322, 0.28354352712631226, 0.26898279786109924, 0.01794610358774662, 0.012714552693068981, 0.009419248439371586, 0.007998788729310036, 0.007122769486159086, 0.1983773112297058]"
Materials,98,0.1905714422,18.68646049,0.8256686926,0.103181,"[0.003141711698845029, 0.051666565239429474, 0.15520571172237396, 0.2944882810115814, 0.2379632145166397, 0.03727992996573448, 0.011768543161451817, 0.00785427913069725, 0.006197584327310324, 0.005064507946372032, 0.18936967849731445]"
Mic,3,0.05132018775,26.78909111,0.9556621909,0.094188,"[0.0001720336003927514, 0.0003909854276571423, 0.002815095242112875, 0.14503996074199677, 0.40664049983024597, 0.21180462837219238, 0.08196618407964706, 0.0057396660558879375, 0.0034093931317329407, 0.002596143400296569, 0.13942541182041168]"
Mic,5,0.04853027314,26.2916832,0.955686152,0.116881,"[0.0005955095984973013, 0.018764887005090714, 0.22773808240890503, 0.23663270473480225, 0.26531854271888733, 0.04084942489862442, 0.007830318063497543, 0.005498961079865694, 0.0038644771557301283, 0.0033069788478314877, 0.1896001249551773]"
Mic,10,0.04958209768,27.60349464,0.9566741586,0.097639,"[0.0009102351032197475, 0.002629568101838231, 0.05007416754961014, 0.4411718547344208, 0.22688452899456024, 0.04475884512066841, 0.009787836112082005, 0.007169506046921015, 0.006315458100289106, 0.005697397515177727, 0.20460061728954315]"
Mic,15,0.05615882576,25.62005615,0.9506864548,0.070322,"[0.00466912193223834, 0.005156231578439474, 0.024284185841679573, 0.12630391120910645, 0.3395628035068512, 0.2789117395877838, 0.08265415579080582, 0.013662825338542461, 0.004978020675480366, 0.00300582149066031, 0.11681121587753296]"
Mic,22,0.05330345035,26.10637093,0.9528081417,0.122055,"[0.00020976728410460055, 0.001376597792841494, 0.2886922359466553, 0.3414880335330963, 0.11845296621322632, 0.006502786185592413, 0.0047459849156439304, 0.004064241424202919, 0.0030547361820936203, 0.0017568010371178389, 0.22965584695339203]"
Mic,23,0.04610649124,26.97981834,0.9589236975,0.087141,"[0.0007797878934070468, 0.01901482790708542, 0.11482077091932297, 0.22814194858074188, 0.3041412830352783, 0.16526705026626587, 0.014827966690063477, 0.005266567692160606, 0.0034430634696036577, 0.0030471712816506624, 0.14124958217144012]"
Mic,31,0.04890106246,26.39192772,0.9545826316,0.049446,"[0.1279023140668869, 0.22843997180461884, 0.20840466022491455, 0.19626043736934662, 0.06845174729824066, 0.01853734254837036, 0.01003102958202362, 0.007302589248865843, 0.0047480203211307526, 0.003718168241903186, 0.1262037307024002]"
Mic,38,0.05271125585,26.17413521,0.952476263,0.067551,"[0.00011669428204186261, 0.0015987117076292634, 0.0711018294095993, 0.17355941236019135, 0.342264324426651, 0.2246948480606079, 0.05289752036333084, 0.010642518289387226, 0.005741358734667301, 0.003640861716121435, 0.1137419193983078]"
Mic,41,0.05248779058,26.20175743,0.9531263709,0.0523,"[0.05624845251441002, 0.18340696394443512, 0.2191552370786667, 0.21704396605491638, 0.15220706164836884, 0.023302186280488968, 0.010113252326846123, 0.006047099828720093, 0.003974925260990858, 0.0029453544411808252, 0.12555551528930664]"
Mic,47,0.05711456016,26.50020409,0.9507787824,0.052669,"[0.08037850260734558, 0.23812590539455414, 0.20838481187820435, 0.19963201880455017, 0.09479563683271408, 0.02083059586584568, 0.01038244180381298, 0.006873439531773329, 0.0048495205119252205, 0.0034432909451425076, 0.132303848862648]"
Mic,49,0.04876640067,27.54731941,0.9562760592,0.090886,"[0.00010417872545076534, 0.0013195971259847283, 0.050214145332574844, 0.13657830655574799, 0.37458038330078125, 0.21692325174808502, 0.07150132954120636, 0.02716749534010887, 0.004699618089944124, 0.0028359764255583286, 0.11407570540904999]"
Mic,53,0.05341018736,25.97463989,0.9517021179,0.092537,"[0.00026216902188025415, 0.0014981086133047938, 0.0640815943479538, 0.14167113602161407, 0.3638281524181366, 0.21084630489349365, 0.09006129950284958, 0.006928752642124891, 0.003183480817824602, 0.0027964694891124964, 0.11484251171350479]"
Mic,54,0.04795143008,26.14487648,0.9560751915,0.122719,"[0.0009425421594642103, 0.004935944452881813, 0.11672640591859818, 0.3105924427509308, 0.2818449139595032, 0.07062865048646927, 0.008892141282558441, 0.005171579774469137, 0.00410501891747117, 0.0035221311263740063, 0.19263824820518494]"
Mic,70,0.05213256553,26.07190704,0.9529536366,0.112576,"[0.0003338473616167903, 0.0011128245387226343, 0.010158497840166092, 0.43366771936416626, 0.15083540976047516, 0.22308951616287231, 0.007980541326105595, 0.004705657716840506, 0.0037995008751749992, 0.0029887286946177483, 0.1613277643918991]"
Mic,79,0.05503051728,25.93909454,0.9518854022,0.046812,"[0.18663442134857178, 0.17923010885715485, 0.2116307020187378, 0.19410628080368042, 0.06488224864006042, 0.01701098494231701, 0.010322789661586285, 0.007255678065121174, 0.004702003672719002, 0.0035535257775336504, 0.12067124992609024]"
Mic,89,0.05067764223,26.29379272,0.9546242952,0.086976,"[0.000549995806068182, 0.020529191941022873, 0.11610890179872513, 0.2323971390724182, 0.29790642857551575, 0.16572809219360352, 0.014252065680921078, 0.005009744316339493, 0.0031804104801267385, 0.0027141098398715258, 0.14162392914295197]"
Mic,91,0.05277854949,26.12518311,0.9526176453,0.069305,"[0.024699272587895393, 0.07907497137784958, 0.2191113382577896, 0.2738949954509735, 0.1954028308391571, 0.04675260931253433, 0.009453095495700836, 0.005781424697488546, 0.004301100503653288, 0.003170458832755685, 0.13835789263248444]"
Mic,93,0.05033905059,26.74485207,0.9549209476,0.133258,"[0.0006899858708493412, 0.0020699575543403625, 0.02497982606291771, 0.17076565325260162, 0.33343857526779175, 0.2361973524093628, 0.05006490647792816, 0.008747616782784462, 0.0036370439920574427, 0.0024091030936688185, 0.1669999659061432]"
Mic,97,0.04941211641,26.1367836,0.9553823471,0.075466,"[0.0009319085511378944, 0.003404572606086731, 0.030989065766334534, 0.16720923781394958, 0.3036158084869385, 0.2775099277496338, 0.08038021624088287, 0.019222166389226913, 0.004932902753353119, 0.003379721660166979, 0.10842445492744446]"
Mic,98,0.06054115295,25.71274757,0.9471266866,0.044735,"[0.21786925196647644, 0.1894151121377945, 0.2128455489873886, 0.15451930463314056, 0.06467339396476746, 0.01705627329647541, 0.009372172877192497, 0.006455184891819954, 0.004686086438596249, 0.003592215944081545, 0.11951545625925064]"
Ship,3,0.3171624541,17.03715134,0.6816332936,0.046904,"[0.002608161186799407, 0.03903381898999214, 0.1279078722000122, 0.21704773604869843, 0.29779553413391113, 0.1328030228614807, 0.040664609521627426, 0.023354394361376762, 0.01698904111981392, 0.01239845622330904, 0.0893973559141159]"
Ship,5,0.3176006973,17.03236961,0.6836785674,0.072633,"[0.0012955751735717058, 0.018594447523355484, 0.1739935427904129, 0.29048120975494385, 0.24970002472400665, 0.0724712386727333, 0.031027553603053093, 0.01743137463927269, 0.010957179591059685, 0.007677755318582058, 0.12637010216712952]"
Ship,10,0.3024401665,17.86586571,0.7001904845,0.079485,"[0.0012075761333107948, 0.013297843746840954, 0.10018530488014221, 0.2673094868659973, 0.29677364230155945, 0.11203986406326294, 0.027600187808275223, 0.013986851088702679, 0.008666988462209702, 0.006226451136171818, 0.15270580351352692]"
Ship,15,0.3144256473,17.10685539,0.6857088804,0.062625,"[0.0005187677452340722, 0.008466043509542942, 0.0909777358174324, 0.2215353101491928, 0.28027576208114624, 0.21607136726379395, 0.04329715296626091, 0.02178824506700039, 0.013199415989220142, 0.008714684285223484, 0.0951555073261261]"
Ship,22,0.321144402,16.89464378,0.6782287359,0.034181,"[0.04173818603157997, 0.12916691601276398, 0.19671867787837982, 0.257637619972229, 0.16444100439548492, 0.05447091534733772, 0.029160764068365097, 0.01990376226603985, 0.014783891849219799, 0.011664305813610554, 0.08031394332647324]"
Ship,23,0.3070165813,17.55799103,0.6944517493,0.076589,"[0.0010318162385374308, 0.013517161831259727, 0.1249237209558487, 0.2808869779109955, 0.28428569436073303, 0.09044478833675385, 0.02817338891327381, 0.01580638810992241, 0.00969685334712267, 0.006830696947872639, 0.14440248906612396]"
Ship,31,0.294935286,18.10588646,0.7025155425,0.082788,"[0.0003116173029411584, 0.00537120969966054, 0.05048200115561485, 0.208522230386734, 0.28327688574790955, 0.2492804378271103, 0.034204185009002686, 0.016448702663183212, 0.010571532882750034, 0.007572635542601347, 0.1339585781097412]"
Ship,38,0.2883630395,18.65263939,0.710883081,0.098849,"[0.0019119716016575694, 0.00832305196672678, 0.04428903013467789, 0.15045125782489777, 0.33487287163734436, 0.2200559824705124, 0.030247988179326057, 0.015504894778132439, 0.009255137294530869, 0.0058345007710158825, 0.17925330996513367]"
Ship,41,0.2969909608,18.40296745,0.7023647428,0.082647,"[0.0015877926489338279, 0.02376929111778736, 0.15381188690662384, 0.3098507821559906, 0.24610106647014618, 0.05042516812682152, 0.01748272031545639, 0.010125153698027134, 0.007119567133486271, 0.0053787752985954285, 0.17434780299663544]"
Ship,47,0.3190625012,16.95080948,0.6821708679,0.03731,"[0.03579876199364662, 0.11905893683433533, 0.19891749322414398, 0.26478034257888794, 0.1650678813457489, 0.054372020065784454, 0.02968016266822815, 0.01991027407348156, 0.014825315214693546, 0.01125456765294075, 0.0863342359662056]"
Ship,49,0.3174780309,17.02772331,0.6815283298,0.038853,"[0.059990957379341125, 0.1859738528728485, 0.2277519702911377, 0.2270469218492508, 0.10462694615125656, 0.0451069138944149, 0.027235835790634155, 0.018629947677254677, 0.013670393265783787, 0.010460003279149532, 0.07950624823570251]"
Ship,53,0.3183514476,17.04299927,0.6824675798,0.05165,"[0.003748621791601181, 0.10427984595298767, 0.2371225208044052, 0.23958532512187958, 0.20131444931030273, 0.055696673691272736, 0.03018084540963173, 0.019636591896414757, 0.01409814041107893, 0.009974369779229164, 0.08436260372400284]"
Ship,54,0.3241705298,16.74266624,0.6725256443,0.044641,"[0.0016260345000773668, 0.04921482875943184, 0.1437123417854309, 0.21785223484039307, 0.2841586172580719, 0.13070125877857208, 0.03898564726114273, 0.021535860374569893, 0.015560674481093884, 0.011608934961259365, 0.08504356443881989]"
Ship,70,0.314743638,17.14722443,0.6828721762,0.039081,"[0.02635868638753891, 0.141311377286911, 0.23219093680381775, 0.2308574616909027, 0.17511717975139618, 0.05222014710307121, 0.027449196204543114, 0.017917126417160034, 0.013199119828641415, 0.010362665168941021, 0.07301610708236694]"
Ship,79,0.3065387011,17.25103569,0.6908131242,0.06532,"[0.0006051499512977898, 0.01485711894929409, 0.10856940597295761, 0.25907638669013977, 0.2610568702220917, 0.1792653650045395, 0.03916970640420914, 0.020561344921588898, 0.0129316421225667, 0.009252605028450489, 0.0946543961763382]"
Ship,89,0.3184063733,17.09551048,0.6837174892,0.065699,"[0.0008946076268330216, 0.00901840627193451, 0.08123037219047546, 0.22732169926166534, 0.3032262921333313, 0.19258427619934082, 0.044186003506183624, 0.016704417765140533, 0.009654148481786251, 0.006288900971412659, 0.10889087617397308]"
Ship,91,0.3114739954,17.3770752,0.6843006015,0.03859,"[0.019717644900083542, 0.16777269542217255, 0.23906627297401428, 0.2318740040063858, 0.14777983725070953, 0.05274420976638794, 0.030982062220573425, 0.020242812111973763, 0.014485631138086319, 0.010640956461429596, 0.0646938756108284]"
Ship,93,0.3164105117,16.72333717,0.682954669,0.071236,"[0.0004802709736395627, 0.008855522610247135, 0.041311729699373245, 0.20038674771785736, 0.31450164318084717, 0.23193296790122986, 0.05190296843647957, 0.017723683267831802, 0.010397445410490036, 0.007296748459339142, 0.11521026492118835]"
Ship,97,0.3168853819,16.99361229,0.6798396707,0.036526,"[0.060208503156900406, 0.18384720385074615, 0.22241277992725372, 0.2315395325422287, 0.10763034224510193, 0.046377696096897125, 0.028299998492002487, 0.0199468731880188, 0.014782975427806377, 0.011553172953426838, 0.07340092211961746]"
Ship,98,0.3268792629,16.54141235,0.6737408042,0.033899,"[0.05001554265618324, 0.14553019404411316, 0.20679430663585663, 0.2589033544063568, 0.1336519569158554, 0.04984019696712494, 0.028527934104204178, 0.01952959969639778, 0.014516356401145458, 0.011022760532796383, 0.08166778832674026]"
